X..0.707..0.692.,X..0.692..0.677.,X..0.677..0.661.,X..0.661..0.646.,X..0.646..0.631.,X..0.631..0.616.,X..0.616..0.601.,X..0.601..0.585.,X..0.585..0.57.,X..0.57..0.555.,X..0.555..0.54.,X..0.54..0.525.,X..0.525..0.509.,X..0.509..0.494.,X..0.494..0.479.,X..0.479..0.464.,X..0.464..0.449.,X..0.449..0.433.,X..0.433..0.418.,X..0.418..0.403.,X..0.403..0.388.,X..0.388..0.373.,X..0.373..0.357.,X..0.357..0.342.,X..0.342..0.327.,X..0.327..0.312.,X..0.312..0.297.,X..0.297..0.281.,X..0.281..0.266.,X..0.266..0.251.,X..0.251..0.236.,X..0.236..0.22.,X..0.22..0.205.,X..0.205..0.19.,X..0.19..0.175.,X..0.175..0.16.,X..0.16..0.144.,X..0.144..0.129.,X..0.129..0.114.,X..0.114..0.0988.,X..0.0988..0.0836.,X..0.0836..0.0684.,X..0.0684..0.0532.,X..0.0532..0.038.,X..0.038..0.0228.,X..0.0228..0.0076.,X..0.0076.0.0076.,X.0.0076.0.0228.,X.0.0228.0.038.,X.0.038.0.0532.,X.0.0532.0.0684.,X.0.0684.0.0836.,X.0.0836.0.0988.,X.0.0988.0.114.,X.0.114.0.129.,X.0.129.0.144.,X.0.144.0.16.,X.0.16.0.175.,X.0.175.0.19.,X.0.19.0.205.,X.0.205.0.22.,X.0.22.0.236.,X.0.236.0.251.,X.0.251.0.266.,X.0.266.0.281.,X.0.281.0.297.,X.0.297.0.312.,X.0.312.0.327.,X.0.327.0.342.,X.0.342.0.357.,X.0.357.0.373.,X.0.373.0.388.,X.0.388.0.403.,X.0.403.0.418.,X.0.418.0.433.,X.0.433.0.449.,X.0.449.0.464.,X.0.464.0.479.,X.0.479.0.494.,X.0.494.0.509.,X.0.509.0.525.,X.0.525.0.54.,X.0.54.0.555.,X.0.555.0.57.,X.0.57.0.585.,X.0.585.0.601.,X.0.601.0.616.,X.0.616.0.631.,X.0.631.0.646.,X.0.646.0.661.,X.0.661.0.677.,X.0.677.0.692.,X.0.692.0.707.
0,-7.700041690864308e-4,1.0141785960147893,-5.518561504813721,-0.6501135920555747,0.9151460971057872,-0.48340220306690124,-4.561272370513373,3.065619018113149,1.6269519963315493,8.1082247267455,9.823388968269237,0.4921787992806862,-5.589475122999291,19.674591301817554,3.400773148875409,76.5312022472866,1680.3944912711747,3238.27817396343,5126.127590530652,6217.19292320362,6658.174000525629,7795.502524987634,7181.691733202271,8262.969290917721,10356.563417373527,10659.79718790545,10763.26844627757,11935.620100608394,11388.43097644096,11815.755074125029,12009.17034786557,10928.135420115872,10382.519454154515,12544.489870288733,11610.09919762973,12525.46471579373,12862.72686314674,14509.096328919124,14542.814747691742,15229.844261704045,14132.556815785025,15834.292117941513,15988.491181015012,16350.603119363954,16759.766558994525,16019.879317784478,14178.179314240018,13376.748115232362,14220.514145360934,13704.876652197605,13151.562281108536,12053.290006524167,11375.892725691887,11537.104438857603,11540.277675635658,11829.144980067827,12806.84880170818,13165.064683736353,12966.734753542367,10804.228309881139,11154.150961508538,10619.73339402344,10498.73335068722,8496.294159767094,8685.227724315298,8066.732400820351,9051.710237848834,9320.209539091346,8974.962229391538,8495.553519791025,5869.902366074675,5945.473644834709,4389.674922287649,3391.4538715618514,1556.466889416256,23.493464505930042,16.52683177882013,-9.553620513871667,13.539299480573593,9.293757661635404,2.0493298008253547,-19.51059080869097,6.044378227197075,-6.247923458046485,-4.364711471979693,0.5315111475403108,-2.822492105465488,1.7143290251843315,-3.3025331266353994,2.548986094756095,-0.7913656788514288,0.7067025460552069
0,0.17718851595909338,-1.096061353660331,3.097471494721031,4.458969422997808,7.432232721216524,-4.649928377201834,4.448382933365663,-1.8440590122405203,8.901251605513535,-4.582465429795481,9.20273043773126,6.633630130378895,-2.0767813936740733,-0.543947554726461,10.525181901795177,9.503203436707146,1443.2512719070241,3204.5010326185043,4626.1941726324085,5903.048412367126,6633.866248388315,7578.694553516815,7857.5106292992805,8739.430206367806,8685.439315946152,9998.637160642347,10299.321523978722,10289.601070440229,11184.246991541611,12254.370701290807,11673.831707614683,10666.508812560804,12250.597984656943,12154.311297230177,12591.578255313889,12792.177041476898,14038.587957705084,14035.471157356007,14208.533028662638,14414.908390872586,14913.6451460046,15226.27604326392,16614.154128451002,17187.515158083297,16764.277152220824,14945.851372847792,14545.388313654792,13511.570970604856,14093.303409123966,13169.700816821301,12731.16632399214,13463.735935916076,11089.20008143217,12431.391645566455,11710.720373788825,12872.657232559131,13055.357914915243,12696.48583286328,11914.655408178825,12952.109539373037,11712.310471322828,9758.768371921775,10464.39123566236,10244.089588101211,9992.162538406536,9987.283159416016,9516.012907957964,8698.69945737847,8778.468835794209,8208.456570724831,6638.864356609717,5898.297402503361,4124.7398028085645,3115.5980470542977,1566.1546429891107,44.290246037673796,-4.898081341576911,12.013105764698098,15.086439301375119,6.956982299727884,1.6447330589171454,9.04265038169809,1.2824596363975287,-2.8776821385874913,2.6518254295751236,3.980797055559443,1.8615301927680212,2.9518591682368176,-0.2026674350780935,-3.726029881385129,-1.3840745291754302,-0.8782430034975294
0,0.11733457681583717,1.6000461382795983,-2.411693757699015,-1.2014246447135981,-8.03475870810843,5.5864302112218605,10.29897976760908,2.7795039532399315,3.0017932711684834,1.3377039386502227,7.895547627431605,5.4929220600011375,18.353524152669454,7.727245275213309,4.693457851241998,42.77845571529767,1411.0759949689705,3872.80300358507,4475.141485233634,5698.220442869462,7524.424146909463,7358.857419459412,7721.352813975661,8327.968819651693,9219.658792229735,8857.460141041984,9878.179093820296,10258.35056184275,10907.361785236391,10658.909893935472,10224.85025025717,11949.308482533677,11888.766608070982,11148.490431548942,12166.084709313764,13239.906636652355,13246.76407388028,14341.74249133119,14063.489911257191,14726.48328372428,14366.615778001595,15235.565611302627,15753.582958966676,15881.407365754014,16089.360069657025,15045.564474205474,14904.419013178369,14421.914840247231,13285.260823136397,14657.810300014693,13524.127638913527,12884.82384132807,10880.644237092918,10079.847184999717,12383.900384681248,11871.05132660913,12974.591988251972,12898.687028311317,12672.461536854507,12339.846139925558,10728.20964328705,10303.422418421007,11029.997215799232,11062.002608217872,10724.904144705788,9732.146464745387,10085.267508464438,9377.304839427696,8968.089713429703,8208.285477957774,7619.074605544753,6068.485654695509,4679.62920534941,3378.2189779095183,1383.5975834641215,37.582906016305664,-10.805798701969652,19.05244096506424,4.874886083971003,-22.091738214011862,4.815416066849402,13.89060275390622,-22.32847691152615,-0.19078648329952508,-2.901184248301909,-2.3056088584880285,-1.4848481541144454,1.6249767718416366,2.243929119982954,1.1177639564992332,-2.9937204596153064,0.578782147508114
0,0.5663491994955631,-2.316461789286593,-0.9220923479945397,-1.814072033960965,-2.429824356441259,-5.964174053748494,-13.921069432136088,1.5434303641794802,3.7418423994666115,2.7032345577624732,10.658829789309186,22.35063857154429,-1.2129245847960306,-2.473442332049117,-11.107169095180158,32.79261699218965,1391.5939187138943,3393.052073088732,5392.771595125278,5647.689426587284,6355.955077513845,7564.93418644827,7555.845784916373,8012.453126345632,9040.460208880198,8982.53263428825,10167.699947681042,10688.52684971342,10765.844291126465,11169.47104519793,11455.650764755097,10479.817444736727,10856.123835452334,12187.608100999734,11448.8014571937,12801.883257094612,12913.176134445044,13839.686775805643,13612.00655641239,14242.81834012725,15989.109551858706,15650.884140558515,14786.115748894566,14958.609227680878,16537.137202264174,16956.529526984323,14356.204201795055,15552.436224054642,12962.562011404289,12584.575857061494,13271.180548287182,13818.285543886324,12319.212206002878,12301.118315768317,12058.091291495064,12663.627787498677,11857.853420145539,12555.505676655735,13247.0293373895,11955.764889282866,11755.624933697583,11945.905125980149,11029.893688390557,10524.80283784463,10662.791427726366,10839.870134595501,9775.26232455972,8933.647275281246,8873.773667557332,7792.7113420513015,6650.795329041828,5495.476857021797,5253.976419218739,3476.7435074288296,1142.1243767685926,3.499913881061046,15.859676911566812,-13.638121438055292,4.473646071592599,16.67146569880423,3.140704173530598,8.193864961341434,7.879404300748898,-4.515647402577633,4.154064237999669,0.010970761043029457,-4.845590260416514,-0.37109955870759787,-4.510396582137511,-1.9907328560031443,2.926255875432896,0.3889023838795813
0,3.000793811960787,0.2245254714829518,-0.05970369297220112,-2.1173260314955913,5.050192293456804,1.0003504812550943,2.46904832516242,-0.45990392951466075,8.543170187540323,0.03770713838192453,8.847843692893054,5.981486486553461,7.246102532871873,4.0431580940566985,2.0196358089128377,-5.441680173684538,1069.6043286719676,3248.171097982028,4960.348175472639,5857.952559436441,6812.456194924867,7591.36668475738,7842.57366542591,7597.826543377803,8626.24025604557,9077.45774662523,9871.179622311862,11113.388016657207,10504.827743020493,10622.255276930091,11025.289360576413,11123.880963571099,11435.356018498043,10984.339493779098,12246.691646997631,12186.847246891726,13102.381252384701,12318.298559732244,13830.123751522873,13677.934769616035,15220.583088652864,15367.211960099563,14363.752787359615,15005.87680314902,14192.479993750549,15847.346756339153,16270.24639860747,14592.478794073853,14092.776169474502,13575.312098189195,13475.688495665432,13748.027422823212,13550.030739294334,13404.123666474092,12810.715981770656,11975.35809502509,12430.456133371034,12647.689007831186,13025.403718142832,12667.202101377427,11593.575481299546,11893.14295406429,11894.512820639131,10436.980164382241,11127.52560945249,9726.62602196416,9330.580536259757,9760.2095583542,8041.812576203659,7530.514723341738,7392.097729255809,5913.106843500147,4922.959598675679,4091.792535115063,1112.766131809029,-5.699225617225263,3.6397262496804306,-1.3577675469615698,-8.337981989127835,9.070677674009636,-4.41911579561139,4.013583897800389,-6.824525089321308,-2.284924226037577,1.9761713400730978,-8.72345187821316,-4.593080060968962,-8.314415599213836,3.173456491974473,2.8574685242764595,-4.0799922088947005,-1.0305906343519298
0,-5.366797557691997,1.0598058596067668,-1.6565324134655048,7.051931885553712,-9.842017358866068,1.8135048275549177,-6.983616464493313,9.157378907162698,-4.643499278814043,-0.4773142251852969,-5.02494952501351,-5.2884229414684105,-4.95396925428564,4.994443330587758,14.933687365494649,-11.107863287488767,1186.0720902456465,3518.575653696146,5556.5908308712515,6648.086738281645,6385.269384395565,7936.720094665636,8681.210206986188,8571.107492274563,7437.341154760196,7512.573962625799,9744.544652544457,10882.393366332373,11007.506787288492,11525.835925182357,11877.696050944793,12283.647919817602,12581.669374822455,13458.946411145353,12899.00715957076,12725.438058984651,12360.508227021055,13104.511614225623,13389.643713153248,15752.723584682051,15667.137088397498,13978.503893107507,14852.92230376563,14947.166676256713,14344.738335258644,14222.944606390502,16104.290843783205,16493.26679443884,14993.94702662231,14274.468915067362,13914.869997336782,13462.868005956476,13976.85767221893,12915.824746496846,12399.351342339369,12050.415018185617,11740.833832627817,11598.675146631564,11885.566423282751,11759.931897744322,12001.783209662724,12287.532481574583,11161.078542778258,11307.34907572814,9265.005774835612,10098.513419089752,10163.198553548886,9251.788852774482,7760.28488873176,7958.269912906473,6881.6384715262475,6050.824232121915,5422.853608424925,3788.9498363114058,1013.5320433485351,-20.560568714918716,-12.908807432506,9.10680696940603,8.86997567719624,3.0907199807180974,-7.009833062594869,-5.705735040350993,12.970580157049053,-4.916297527499662,-0.48222187295559105,6.126962605698027,1.6452707965901645,-1.248313947710386,1.1942632497649825,-0.30804688620684645,-0.2363251822557844,0.19936560886390128
0,-0.4790649989572155,-3.2477007512572955,7.862778405594332,-0.581913644153651,6.473942334489072,5.435550624368842,-4.710399823700762,-8.553533373677622,-9.85898290758173,-4.712330206682374,6.591130623248632,7.398323409570221,11.468708960008227,0.2589291160995205,9.759662465645887,-26.936532769957303,548.7888554424677,4169.40941064567,5050.675277062959,5759.797925151879,6633.565287964579,8288.617060587101,8684.950156507783,8792.751367330913,8162.004591388403,10164.715374292316,10839.393008023622,11348.773733715265,11070.254869657781,10841.251314403644,10647.783708048537,12746.312205527363,13734.518879593117,12737.941765129084,14090.794752834003,12731.930425300032,12569.199239090494,12205.03333937394,12628.12120669598,13800.451851085312,14537.681748453808,14065.73012994614,14488.041771522358,14521.355572549386,15092.767428727044,14076.123070304013,16314.887915602736,16161.139867552101,16149.469111120537,14454.773274243636,14101.97868789058,13937.241153698604,13420.338264756161,13138.32926244292,14478.453758162445,12981.611328914412,11500.263200858482,10946.17130991327,10408.887572129106,12097.87872426677,12132.429272732723,10925.27085210492,10833.820048857797,10659.160745285039,9639.476066867062,9790.683354236451,10618.826325101112,7914.400141990406,7831.689667354824,7469.338392866151,8241.647768103892,6025.796704779603,4917.23184364656,3460.1648599067767,792.5044953135633,19.09334131663149,5.307491521549477,7.9529105114907725,-6.287408186555087,-6.604087146719112,10.593470459023353,3.2210381723004997,-5.813234561992131,3.8882474255620725,1.7461446381621657,3.76058621846841,11.058393945539178,2.2600841910570035,0.2545412582889311,-2.191356191133153,6.342716992381646,-1.248223026579036
0,-2.011756443529591,2.203677521057443,-6.239457252046517,-1.0006159198454911,0.16724230873139542,5.361808218139731,3.917850345859956,-0.47817914613833007,3.2507626013308526,7.3883957039083406,2.115180080161671,-2.3816796877542403,18.127951745966545,9.878746151260028,18.071347180972683,18.862476245364064,902.5590849086067,4503.882765193538,5513.742464799988,5748.511315174207,7266.248486509301,7248.901224065354,8177.182347694731,7966.8528912792535,8985.413796325785,8819.781106650964,8889.981533754539,9530.860943023175,9428.055541410455,11149.623447114971,11617.817313300187,12942.718397724762,13238.445181446486,13242.507678952938,12566.293526720334,12709.391794992673,11638.184158061344,12726.44262282495,12075.889415758962,13672.450677057544,13748.00265842328,13170.29841355774,13495.810212195349,14625.477049322579,15166.965584559384,15861.005162060908,13972.841750056374,15518.347081856979,14762.044564403726,15395.178113869037,14617.184715493853,12859.383765899594,12615.9054528603,13347.143912492927,14234.229245784085,12469.120485828797,11551.62566774527,10789.686637435183,11743.43494022629,11194.381113077394,11531.004250589554,12201.203013392771,11867.50645948188,10524.92782008382,8835.929882908782,10721.688357400193,10198.39304064209,8518.880623513114,7812.794583022065,8091.955115845286,7509.434861298176,6654.876638660851,4414.483847530049,3933.5295760464633,385.817648066736,-0.5708376927695654,3.472016388011574,3.298146992290879,19.25269545509946,-0.74807660672837,2.3104062956722915,-7.012922287712351,-5.407309185093912,0.2937735960303465,-1.5550012766397459,-4.2474227601736425,-3.9020370767933197,5.447851153073645,-2.2863664963427963,2.469563033618488,0.7661755723782774,0.6533010839287164
0,5.606094120858753,0.2078264337885245,8.20477226587703,2.4006559155010847,-0.143129927570865,4.131374162657305,-4.066924982394901,0.3497082401800608,2.796820670866922,6.359152825213918,-5.269121940740432,1.150853250704134,11.611054782770271,0.4318629815312761,11.833799484235344,10.966061140261477,730.2121460694732,3667.456215365876,5260.321055484534,6020.28292795945,7486.4333031912265,7345.108920372327,7094.811399145729,8321.485230500679,9079.62725992184,10024.899489284544,10870.300176292516,9865.79306590979,10927.708251368886,10692.547211624118,12650.555342239495,12350.803747874692,12921.346596330673,14176.656079205617,13394.326209060253,12327.530221925637,12053.784620236405,12299.450849607163,12520.464874557889,12740.607786325989,14260.19657692041,13955.3374715451,13942.64479761089,14072.510829784833,14578.180959304264,15303.728885581226,14790.963526260604,14756.108311499458,14482.925357063514,14844.703053035008,14671.456079211202,14715.279328663559,14048.365695855286,14642.290285209232,13147.977613257062,12170.592764538325,11555.313210270875,11600.727689754229,10541.478067713826,11291.034741634212,10832.069137755789,10322.558715929028,10826.276897696152,10075.290409836723,10874.588270211623,10137.315859851846,8328.045787340041,8904.741529188836,8024.8434238347045,6761.04840113385,6674.576790785196,6396.38627851701,5273.535120554279,4229.451130405878,652.4939483969149,16.182765788269897,30.509721858232783,17.229484037298995,-6.630106360403536,15.799246362748024,-4.444281336585062,-1.5549371593520038,5.004847178694202,6.338498882151705,6.839490392702024,0.6405849176407424,-2.9127912412800083,-3.1573212571566915,-1.5743727298947745,0.08591619905215503,-0.5138603313939079,1.4181065520228175
0,0.4890284960254101,-1.631290661547288,-10.010396342520082,5.186150519471712,8.591176703547207,9.869333182755184,11.857999770060912,3.761946641304076,4.133605183322046,-1.54725440642117,-0.9400680736404853,-14.86336544212787,-7.852051131578872,19.436949252407558,20.226090073778717,3.398564478821261,635.1430169547092,3997.7371072051524,5764.073428288901,6316.291004425684,7172.951092842979,7714.30082187923,8920.337792445362,9099.011708049646,11083.341336391228,10898.083147593563,11203.611261684207,12154.45212737504,12378.615865349759,11535.651843180683,12734.366498165266,13985.692251295366,12482.44177038946,12883.105455767112,13838.94940244768,12467.679319307705,12697.906011491215,11724.966518103894,12160.451253709163,13856.2006844309,13357.386547117238,13451.522753737418,14293.418847637244,13785.243739728367,14780.69408529087,14330.869473695131,15174.539063753482,14897.395586066224,15648.90676009158,16040.859828908486,14724.69688059365,14613.898576637934,13496.483822663142,13858.908031192474,13417.060308524047,11760.573836829208,13457.898833953059,11802.297103571995,10480.665527868947,10103.696250796069,9393.78251153633,9979.47317185567,9029.43839210266,8903.7692535209,9095.053680198784,7378.87292950461,7010.8525611359255,7930.707743901725,7700.630458786288,6689.778811380479,7167.858697891737,6264.313758816708,5137.1238003176595,3881.7842209645405,799.3202920015494,-2.5646832467767657,3.8270914794009356,20.85215807931659,20.143116684246184,6.920070043821422,-4.4177469009195125,-5.87611119036178,-9.233313128698613,-2.0388089396869096,-1.22952335155571,-0.7136168709533298,-1.6247862664645076,3.017785928842952,0.13414516776339916,2.8157538746809045,-1.3101775851716908,-1.0661249001678956
