V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.815933691805046,-90.81869368058437,-101.02236474586057,-158.56720942085013,-152.1273819630056,-179.75297573080007,-181.53955991969528,-199.33241902876892,-194.47343996993115,-177.64174932891052,-197.27294130674233,-205.10549024614917,-216.80954069269993,-225.45097698430263,-226.21836588740663,-237.61129219874667,-227.8041911268723,-259.5016555084811,-246.67986534991576,-284.1447840436541,-265.59728323001156,-279.1630859324928,-272.02087163815514,-293.5095867776258,-315.96820529257695,-323.8346343629991,-321.28881875527793,-289.9861837354864,-313.22762152232076,-325.38536201262536,-323.63364515035636,-308.3706131556412,-311.1952183407819,-303.07403851439,-260.5593591825106,-259.0593278428203,-257.6282209246943,-257.6970893502781,-254.17260589012898,-266.0744589535412,-282.4613560996352,-281.5778851014268,-262.98918043244777,-245.5094001729757,-215.38423438013075,-231.08386507455677,-231.3522636076486,-219.57471281565682,-222.37640781431932,-173.8380787488397,-165.0139173271287,-147.95865332804624,-123.1069189856186,-123.88238697580498,-99.22284703179905,-88.11941710949195,-25.517621692589323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1645021645022,31.6635745207174,37.9962894248608,44.3290043290043,49.3951762523191,48.7619047619047,50.6617192331478,56.9944341372913,58.8942486085343,59.5275200989486,63.0105132962276,66.1768707482993,68.3933209647495,68.3933209647495,72.82622139765,74.0927643784787,79.7922077922078,82.3252937538652,85.4916512059369,85.4916512059369,85.4916512059369,88.6580086580086,94.3574520717377,96.2572665429808,98.1570810142238,100.056895485467,100.056895485467,100.056895485467,100.056895485467,100.056895485467,100.056895485467,98.1570810142238,96.2572665429808,94.3574520717377,88.6580086580086,85.4916512059369,85.4916512059369,85.4916512059369,82.3252937538652,84.8583797155226,84.2251082251082,85.4916512059369,83.5918367346939,83.5918367346939,81.3753865182437,78.209029066172,74.726035868893,74.0927643784787,69.6598639455782,63.3271490414348,58.8942486085343,51.9282622139765,44.3290043290043,37.9962894248608,31.6635745207174,22.1645021645022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.820584713719963,-100.81996032914985,-90.12940112477077,-163.38622434992533,-153.54979366097695,-174.65972895260137,-177.53686330464447,-183.05689664812283,-160.06555382783893,-175.34382328736262,-177.34680040377881,-199.28310260422882,-203.8119749956548,-209.23308729068023,-222.25569837229776,-232.60010458792672,-227.87508291205165,-252.34431550054066,-239.7601272161626,-272.12426008392754,-299.2543846564414,-276.6950611375631,-286.05203252289675,-297.72099360173496,-301.85728318351903,-315.8371131133536,-305.5581324959234,-314.98716953231,-316.0483965680338,-332.8854439946833,-316.1463262070763,-298.3688140439327,-294.1764456778297,-295.48558463921466,-272.3983496735823,-253.95296135018265,-265.71364701287985,-250.0714109329232,-271.91897308962206,-248.33110533718582,-275.63060185340584,-283.12025003885066,-277.5274238968853,-235.69294883872408,-251.00171155957514,-242.53402472591327,-263.03740418709594,-230.47221115030882,-207.0818986626717,-174.08075663727178,-174.34301982533378,-155.7294519777086,-123.1540693853577,-121.0478342776229,-82.96005081624683,-90.0659348663639,1.272141366114101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0839023172299,26.9180484847012,34.8351215684369,41.1687800354254,46.8690726557151,49.0858531191611,49.7192189658599,53.8360969694025,57.952974972945,61.4364871297887,62.386535899837,64.603316363283,63.9699505165841,68.4035114434761,70.6202919069221,73.4704382170669,76.9539503739106,81.0708283774531,83.920974687598,85.5043893043451,85.5043893043451,87.0878039210922,93.4214623880808,96.2716086982256,97.5383403916233,99.7551208550693,100.071803778419,100.071803778419,100.071803778419,100.071803778419,100.071803778419,98.4883891616715,96.9049745449244,94.371511158129,89.6212673078876,87.0878039210922,85.5043893043451,85.5043893043451,83.920974687598,83.6042917642485,84.5543405342968,84.8710234576463,84.5543405342969,83.6042917642486,86.7711209977429,79.8040966840555,75.0538528338141,71.5703406769704,71.8870236003198,66.5034139033795,61.1198042064393,55.4195115861496,48.1358043491128,41.1687800354254,34.8351215684369,26.9180484847012,11.0839023172299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.943882869855,-86.85984000196596,-84.4304070266562,-170.86183832954902,-162.51874468832833,-154.14736048247832,-175.82245517159038,-189.95724368734278,-180.03676656780368,-170.9624050364259,-168.20968455110054,-174.0998773538973,-187.18576871232654,-209.83317931165487,-207.78169296871775,-210.06106801040357,-249.91774662694377,-250.7247548644425,-246.2836655818477,-258.13134207763864,-282.10916340540774,-271.421390120685,-290.77163197015915,-306.8121774267974,-316.82039140760253,-311.72414854381594,-306.6081918761652,-331.79036873142746,-300.3270419680361,-330.80794132200396,-319.38135776320706,-309.1157365144057,-302.7803940970088,-303.0682689536285,-273.4897728268599,-248.94834126912374,-244.40839182317106,-246.96470952121467,-287.56609928012796,-252.37706901197936,-280.358576682908,-286.9889920925691,-260.19010532503415,-260.27445755321696,-263.03670777161324,-256.6516720337247,-266.4506727681465,-234.36370564584837,-233.14187616999277,-188.00963432590643,-179.85980257280826,-143.87386337391584,-122.0833088649352,-133.13972308457505,-80.49553450482877,-80.95753121922473,-24.1718290434587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0888584833562,26.9300848881508,34.8506980905481,41.187188652466,46.8900301581921,49.1078018548633,49.7414509110551,53.8601697763017,57.9788886415483,61.4639584506031,62.4144320348908,64.6322037315621,63.9985546753703,68.4340980687128,70.651869765384,73.503290518247,76.9883603273018,81.1070791925484,83.9584999454115,85.5426225858909,85.5426225858909,87.1267452263704,93.4632357882882,96.3146565411513,97.5819546535348,99.799726350206,100.116550878302,100.116550878302,100.116550878302,100.116550878302,100.116550878302,98.5324282378225,96.948305597343,94.4137093725759,89.6613414511375,87.1267452263704,85.5426225858909,85.5426225858909,83.9584999454115,83.6416754173156,84.5921490016033,84.9089735296992,84.5921490016033,83.6416754173156,86.8099206982745,79.8397810801649,75.0874131587265,71.6023433496717,71.9191678777676,66.5331509001374,61.1471339225072,55.4442924167812,48.1573282705756,41.187188652466,34.8506980905481,26.9300848881508,11.0888584833562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.749224993665088,-69.54218673913536,-106.08253863419382,-161.39101646297823,-150.96941941771308,-150.03372939433848,-177.73809900076017,-186.1933845847878,-170.2348885116531,-177.80322860606844,-177.9245095814448,-191.9927467266475,-200.86122376778627,-219.2838583086777,-213.5890989887899,-216.92550890869433,-241.26840098225767,-238.65331277074813,-232.04168164083288,-265.68505040440147,-273.517781521334,-284.9965635593873,-290.6413024416991,-307.3198724867866,-302.70841860407154,-293.777113817031,-300.8947781463755,-324.3289611767449,-318.3603876077257,-308.10889361669706,-323.49324835782716,-302.4079113707998,-304.8861458229594,-296.56459851321796,-285.48148570023983,-268.20233361503693,-231.12327528896847,-282.5254446533178,-269.7930721344449,-277.5196334873538,-258.8742004920633,-289.1390241610501,-256.61985836659215,-253.6449917241513,-260.51515180911986,-249.5507497006276,-243.89681501903812,-223.6262731683223,-220.553506476419,-192.93856400587597,-179.18915818445745,-150.8654307774171,-123.538055022783,-125.72811613971376,-109.4611547106301,-74.61011085378992,-40.57438126119232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51182311984781,26.9501655062354,34.8766847727753,41.2179001860071,47.559115599239,49.144419452547,49.7785409938702,55.4856348657788,56.4368171777636,61.5097895083491,64.0462756736419,64.6803972149651,62.4609718203339,68.4851264629042,70.7045518575354,73.5580987934897,77.0457672707672,81.1675572893679,84.0211042253223,84.0211042253223,87.1917119319382,88.142894243923,92.2646842625237,97.6547173637708,98.288838905094,100.191203529064,100.508264299725,100.191203529063,100.191203529063,100.191203529063,99.8741427584019,98.2888389050939,96.3864742811244,93.2158665745084,87.8258334732614,86.2405296199534,87.1917119319382,84.0211042253223,84.0211042253223,83.7040434546607,84.6552257666455,84.9722865373071,84.6552257666455,83.7040434546607,85.2893473079687,79.8993142067216,76.7287065001057,71.6557341695202,70.3874910868738,68.1680656922426,61.1927287376875,55.4856348657789,47.559115599239,41.2179001860071,34.8766847727753,26.9501655062354,9.51182311984781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.03722952758878,-70.67379733497467,-121.20580206807671,-143.0455425223649,-170.0516554353442,-171.85173360198758,-164.40719510546728,-178.54920012755846,-172.11292692914628,-169.74064455847966,-174.36124809857517,-187.56295387794847,-201.32520911860502,-210.63788745198255,-228.2400118600017,-219.20459584879686,-240.39864574005531,-234.80601429066715,-237.4169483990456,-253.22470169064437,-280.27662806407415,-276.9956413651162,-281.6735745047098,-300.0376448348272,-300.26010384935137,-296.723422017939,-306.61542399193877,-323.23277599938706,-327.4470898660801,-296.0656991246165,-327.92867507554064,-304.34095268848955,-302.3158652814219,-292.778583584819,-274.42469907120443,-261.7247339884576,-235.1624396839414,-284.2927761890932,-266.21469621404583,-291.68702268260813,-255.32184162237672,-275.90167396871897,-264.5262204487593,-251.00011371169296,-256.11259677128885,-262.72500602109216,-235.71162942130348,-224.47246413289258,-210.61025577028275,-186.2405542925617,-167.1100454572201,-165.51115905502064,-145.74806488755465,-98.81332223286228,-120.36906084497427,-69.41868550032095,-46.10863524673007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52176011778874,26.9783203337348,34.9131204318921,42.8479205300493,49.1957606085752,47.6088005889437,51.4175046360592,53.9566406674695,57.4479527106587,62.8436167774057,66.0175368166686,61.8914407656268,62.5262247734794,65.7001448127423,70.778416875563,73.6349449108996,77.1262569540888,81.2523530051306,84.1088810404672,84.1088810404672,87.2828010797301,89.1871531032879,92.6784651464771,98.7089132210766,99.0263052250029,100.295873240708,100.613265244634,100.295873240708,100.295873240708,100.295873240708,99.9784812367817,98.3915212171503,95.85238518574,92.3610731425508,87.600193083656393,85.3784490561723,87.2828010797301,84.1088810404672,84.1088810404672,83.7914890365409,84.7436650483198,85.0610570522461,84.7436650483198,88.5523690954353,85.3784490561724,82.2045290169095,73.6349449108996,70.4610248716367,66.3349288205949,66.6523208245212,62.8436167774057,53.9566406674695,49.1957606085752,42.8479205300493,34.9131204318921,26.9783203337348,9.52176011778874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.78066898394081,-69.95034090911959,-128.9630817473457,-141.11378719734438,-167.09566876072716,-173.31008482519275,-171.54522700411144,-183.08396331811488,-189.25939083962317,-178.6103258206077,-201.04276154171308,-195.51647191602544,-198.00318261212846,-218.14284367998334,-216.5090678959815,-232.33812298678077,-235.7037315350489,-237.94344937314204,-256.5113406723489,-228.38087994831722,-280.2117746703539,-262.7483548297052,-283.8193678886379,-304.4512998420318,-296.72215916900024,-293.1436376621406,-304.79360084571044,-328.047710262897,-309.2928799771795,-300.4268351057239,-306.9678218548961,-320.4498729551254,-309.31464086811144,-297.3768724805312,-282.90403781375,-254.731724525456,-251.43030797473997,-259.5275273958033,-286.02792477567596,-281.5920696727151,-272.3266585679687,-245.87307959166353,-254.7174058654325,-256.21327353721597,-247.26982120827992,-241.1006125601133,-215.1800901486765,-223.0305566998629,-212.72400703481793,-197.35594268965235,-160.69183811386657,-171.99799577650018,-139.8716041089813,-104.60148216874876,-133.15617676200836,-76.2399834311135,-50.45650153525996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.53456171167995,27.0145915164265,36.5491532281064,41.3164340839464,46.0837149397864,47.6728085583997,51.4866332430717,54.029183032853,57.5251889938023,62.9281072970876,66.1062945343143,61.9746511259196,64.1993821919783,64.1993821919783,70.8735753901543,73.7339439036582,77.2299498646075,81.3615932730022,82.6328681678928,85.8110554051195,85.8110554051195,89.3070613660688,93.4387047744634,97.5703481828581,99.4772605251941,100.430716696362,101.38417286753,100.748535420085,100.430716696362,100.112897972639,99.477260525194,98.523804354026,95.6634358405221,90.5783362609594,87.0823303000101,85.4932366813968,85.8110554051195,85.8110554051195,82.6328681678928,83.9041430627835,84.8575992339515,85.1754179576742,84.8575992339515,87.0823303000102,87.0823303000102,82.3150494441702,73.7339439036583,70.5557566664316,66.424113258037,66.7419319817596,62.9281072970876,54.029183032853,46.0837149397864,41.3164340839464,36.5491532281064,27.0145915164265,9.53456171167995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.97011105854223,-68.70876798972766,-119.40657674742039,-136.71833438818354,-164.07673623480747,-179.23245272793096,-167.92165826897315,-178.94461368326918,-171.943477582364,-190.8039126708773,-197.108451989295,-197.0003007164779,-216.40138987222804,-223.44962034455102,-221.32356198803217,-236.5071336878504,-214.74642782106906,-235.72587251916758,-248.71192446061588,-241.87729142982397,-264.41599415724994,-273.0172685239644,-304.26937484365493,-283.0471111448941,-279.2432799457493,-293.2045874519229,-317.9541522611077,-335.39887728593914,-320.07795042312597,-317.51013619194816,-300.617325518264,-318.8748066711996,-304.76356434127524,-273.90893836847636,-279.8922933494242,-253.907886403993,-289.7788344712615,-264.85823730561407,-275.70065278230953,-274.8425304653805,-274.9009694539504,-234.44447010382882,-244.7082670205896,-268.09196659150774,-253.3475943090605,-235.17131274200113,-207.38427682815075,-229.85052390907248,-191.96606727235852,-186.80613722459913,-152.38463289594114,-162.32558471509572,-143.6603648326188,-93.61607489083691,-119.18950497811726,-68.38316033577291,-39.2103598659812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55024711956018,28.6507413586805,35.0175727717207,41.3844041847608,46.1595277445409,47.7512355978009,53.163042298885,54.118067010841,59.2115321412731,61.4399231358372,66.2150466956173,62.0766062771412,63.6683141304012,64.3049972717052,70.9901702553974,73.8552443912654,77.3570016684375,80.8587589456095,82.7688083695216,85.9522240760416,86.5889072173456,89.7723229238657,93.5924217716898,97.7308621901659,100.595936326034,100.914277896686,101.55096103799,100.914277896686,100.595936326034,100.277594755382,99.6409116140778,98.3675453314698,94.8657880542978,90.7273476358217,87.2255903586496,85.3155409347376,85.3155409347376,85.9522240760416,82.7688083695216,84.6788577934336,84.9971993640856,85.3155409347376,84.9971993640856,87.2255903586497,84.0421746521296,82.4504667988696,73.8552443912654,69.0801208314853,68.1250961195293,66.8517298369213,64.6233388423572,54.118067010841,46.1595277445409,41.3844041847608,35.0175727717207,28.6507413586805,9.55024711956018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.631243621379593,-58.491032518840754,-124.72710683640739,-147.06039087904801,-165.1789781115294,-173.08481802953517,-177.06208095008515,-189.1090999813082,-207.89262650495286,-205.09595227815956,-228.27263262922574,-235.07295285345518,-233.59902536993323,-226.20850562649062,-238.9938142718625,-256.900126373529,-218.1505225820651,-241.2611621251545,-245.21358579314253,-257.50867127346856,-226.79895844287753,-278.3893763658309,-276.0195333202929,-291.2947004298681,-292.6288743561433,-302.99457480497756,-331.6991230310134,-299.4382438796866,-305.7236428956659,-300.5404147421487,-308.96437819910295,-316.779447803333,-317.6637520161713,-297.44456517257606,-269.3990701882131,-257.2139108450637,-273.79607075238096,-277.1541253440428,-279.8905558730419,-280.24173849398983,-278.57008238373567,-228.80461552229823,-234.79038197257802,-234.82619376293871,-232.50462115774644,-222.17962432418202,-196.79374483938244,-194.0793793234603,-188.74700065004473,-180.44694530843765,-157.83511620013203,-131.73986820973047,-145.45507156779786,-106.59282499059209,-133.8053758335915,-72.10843601461701,-56.405185111524275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97403331099613,30.3013265817853,33.4909399061837,41.4649732171799,46.2493932037775,51.0338131903752,51.6717358552549,52.6286198525744,59.0078465013714,61.5595371608901,65.0681118177284,64.1112278204089,63.792266487969,64.4301891528487,68.2577251421269,75.5938357882433,77.5076037828824,79.4213717775214,84.5247530965589,84.5247530965589,87.7143664209574,88.3522890858371,93.7746317373145,97.9211290590325,100.153858386111,101.110742383431,101.748665048311,101.110742383431,100.791781050991,100.472819718551,99.8348970536715,98.5590517239121,92.498786407555,90.9039797453558,87.3954050885175,83.8868304316792,84.5247530965589,84.5247530965589,84.5247530965589,83.2489077667996,85.1626757614386,87.0764437560777,89.9470957480363,87.3954050885176,84.2057917641191,79.4213717775215,75.2748744558035,69.2146091394464,65.3870731501682,65.3870731501682,63.1543438230893,57.4130398391721,46.2493932037775,41.4649732171799,33.4909399061837,30.3013265817853,7.97403331099613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55.884358933335044,-81.17117022345013,-112.40433772864792,-153.89950397302957,-171.570459667094,-174.45819727485687,-186.42010813958512,-179.88010396154593,-189.395436527355,-207.97223536441786,-219.7762622042797,-235.10409913905718,-238.909684372054,-220.77094990522983,-246.81189293129955,-250.27957463753074,-236.39253031672615,-235.7241277377554,-250.61071235827723,-242.74844812390697,-233.0184310073433,-289.6207729596264,-277.8783087517615,-294.59820757508635,-287.24718513346147,-303.6198540409853,-329.8513808781219,-308.7134764019228,-329.7814509644995,-313.8507044620874,-310.481172198423,-312.01733882441994,-305.1720455722958,-289.09591980573776,-263.01612907234323,-281.63213773449917,-286.9669613331771,-278.39328052216325,-254.93887538445264,-275.38877876818447,-254.4571809392918,-243.58867194514224,-244.41767303175644,-251.63997428283304,-223.04915500578147,-209.56753862211846,-200.79216356402864,-198.9596787662093,-166.98056039707376,-174.81931222253854,-168.55613082408314,-137.4029928433732,-138.41350329109665,-109.81209520298306,-109.68945119436363,-77.09884042202364,-46.38225606333993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59036840543061,27.1727104820534,33.5662894190071,43.1566578244377,47.951842027153,50.1895946550869,50.1895946550869,55.3044578046499,59.1406051668221,63.2964314758421,62.6570735821467,64.2554683163851,63.9357893695374,64.5751472632328,66.8128998911666,74.1655156686634,77.681984083988,79.6000577650741,84.714920914637,84.714920914637,88.5510682768093,89.1904261705047,94.3052893200677,98.1414366822399,100.379189310174,102.29726299126,102.29726299126,101.657905097564,101.018547203869,100.379189310174,99.7398314164783,97.8217577353922,92.7068945858292,91.1084998515908,87.2723524894185,83.4362051272463,84.0755630209416,84.714920914637,84.714920914637,83.4362051272463,85.3542788083325,85.6739577551802,88.5510682768093,87.5920314362663,84.3952419677894,79.6000577650741,78.0016630308357,70.9687262001865,65.5341841037759,62.9767525289944,61.6980367416036,55.3044578046499,47.951842027153,43.1566578244377,33.5662894190071,27.1727104820534,9.59036840543061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.1688515291187,-103.81206118338723,-93.25455938348162,-155.84963622466702,-164.26239094804666,-179.25761291662573,-178.48941102861565,-166.49954171054895,-191.9735639824394,-198.0311592627091,-206.92482267389425,-209.36038383799223,-219.841647965408,-215.28127391259397,-225.87327561429765,-241.02758159790994,-248.55962006047227,-223.78090442803835,-256.111114094926,-251.2368407913955,-231.3124459613153,-260.81311403842534,-294.9352276602008,-293.9944058979126,-296.5351511264218,-315.06201910261944,-323.733666064642,-305.79163145521545,-304.33540871905245,-322.3518733715628,-308.4821872937485,-319.15760383965613,-308.3731554734703,-284.0362123504594,-256.63404159312745,-270.41855328869167,-296.5395911871848,-290.9235352828328,-264.76194008653573,-274.26785954214904,-258.97328731599754,-259.11082436769334,-248.53977295250976,-260.3600077265699,-242.82033800996103,-216.50621147709418,-234.82336173107018,-209.9360360574576,-194.72090181497822,-165.14304943629293,-176.69141059045003,-138.86349777518802,-132.3659273385438,-111.93048521761649,-86.77934910923396,-94.0992457720156,-9.50561556925149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61486515483023,25.6396404128806,35.2545055677108,43.266893196736,46.4718482483461,48.7153167844731,50.3177943102782,57.0481999186593,60.8941459805914,64.0991010322015,59.6121639599474,64.4195965373625,64.0991010322015,65.7015785580066,66.9835605786506,72.7524796715487,77.8804077541248,81.4058583108959,84.931308867667,85.572299877989,87.174777403794,89.7387414450821,92.9436964966922,98.7126155895903,100.635588620556,101.597075136039,102.558561651522,102.238066146361,101.276579630878,100.315093115395,99.9945976102343,95.8281560431412,92.9436964966921,91.0207234657261,85.8927953831499,83.3288313418619,82.6878403315399,84.290317857345,84.931308867667,85.251804372828,85.572299877989,88.1362639192771,88.7772549295991,86.213290888311107,84.610813362506,79.8033807850909,74.9959482076758,70.5090111354217,67.3040560838116,64.7400920425235,61.8556324960744,53.8432448670493,46.4718482483461,43.266893196736,35.2545055677108,25.6396404128806,9.61486515483023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
