0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,3535,6088,5164,5127,5100,5326,5521,5726,5720,6063,6169,6430,6683,6592,6721,6839,6850,6757,6889,7069,7202,7184,7095,7176,6889,6842,6875,7064,6772,6873,6789,6665,6551,6283,6315,5962,5759,5810,5722,5343,5231,5318,5340,6047,3576,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,4755,4916,5346,5058,5231,5172,5473,5579,6024,6005,6083,6094,6601,6566,6559,6455,6763,6903,7089,6978,7023,7145,6998,7048,6927,7043,6929,6862,7066,6848,6878,6541,6477,6304,6119,6089,6167,5741,5628,5296,5431,5148,5588,5263,5166,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,5604,3968,5209,4840,5289,5207,5315,5800,5717,6230,6259,6090,6334,6264,6334,6893,6917,6834,6849,6918,6952,6686,6830,7072,7038,7130,7098,6857,6999,6959,6686,6649,6430,6442,6364,6190,5820,6009,5545,5369,5456,5308,5445,4941,6050,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,6171,4136,4255,5285,4903,5381,5468,5421,5829,5958,5952,6186,6211,6569,6627,6700,6693,6870,6826,6616,6800,6940,6887,6874,7025,6966,6772,6752,6747,6641,6547,6601,6519,6513,6296,6179,5963,5781,5643,5700,5259,5819,4595,5275,6966,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2980,5554,4747,3705,4663,5421,5086,5522,5476,5701,5525,5974,6225,6260,6372,6527,6583,6624,6304,6513,6714,6670,6805,6746,6802,6734,6738,6703,6680,6430,6662,6539,6667,6413,6205,6460,5976,6096,5772,5903,5326,6019,4943,4237,5736,7162,3011,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,4556,4552,4691,4504,4011,5088,5380,5294,5635,5474,5851,5661,6205,6090,6434,6379,6190,6377,6526,6453,6497,6617,6493,6889,6692,6425,6628,6540,6595,6527,6390,6723,6503,6469,6360,6020,6211,6017,6008,5588,6091,5218,4634,5119,5615,6409,5215,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1634,5236,4102,4354,4575,4315,4343,5142,5402,5317,5710,6002,5914,5873,5963,6132,6132,6482,6275,6246,6367,6559,6474,6373,6530,6516,6570,6504,6215,6403,6422,6439,6293,6410,6064,6326,6008,6126,6066,5824,6051,5448,4772,5029,5468,5597,5740,6723,1725,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,3400,4892,4113,4198,4493,4883,4106,4449,5230,5595,5565,5679,5943,5699,5757,5889,6236,6139,6091,6362,6328,6158,6345,6222,6227,6222,6451,6347,6512,6316,6325,6324,6249,6219,6040,5958,6230,5797,5988,6177,5696,5194,4971,5517,5404,4877,5636,7000,3759,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,4278,4568,4141,4285,4296,4662,5033,4507,4711,5586,5682,5406,5340,5980,5976,5939,5752,5866,6197,6057,6306,6328,6176,6323,6194,6240,6144,6262,6123,6211,6492,5994,5908,5998,6123,6250,5660,5886,5975,5844,5019,5124,5611,5573,5332,4896,5482,6566,5863,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,3067,4170,4219,4397,4129,4171,4592,4918,5167,4758,4659,5148,5569,5614,5603,5969,5810,5927,5873,5649,6061,5987,6100,6046,5977,6178,6250,6073,5949,6118,6049,5762,6151,6176,6148,6088,5822,6043,6199,5431,4964,5222,5617,5463,5408,5147,4988,5639,5606,6845,3438,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,4604,3612,4115,4362,4204,4244,4252,4836,4909,4745,4705,4876,5289,5450,5649,5655,5775,5765,5676,5911,5512,5578,5984,6036,6182,6126,6058,6197,6012,5768,5909,5939,5890,6127,5876,6007,5979,5878,5292,5118,5333,5397,5459,5521,5248,4937,5475,5496,5258,6127,6063,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3019,4327,3423,3986,4122,4351,4240,4648,4118,4526,5057,5169,4929,4641,5393,5512,5364,5714,5649,5633,5692,5840,5791,5718,5737,5998,5870,6113,5779,5906,5797,5754,5947,5915,5539,5924,5723,5875,5329,5121,5350,5507,5575,5120,4933,4949,4966,5325,5314,5303,5544,7045,3188,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,4325,3969,3171,3897,4132,4559,4284,4005,4507,4207,4731,4944,5296,5132,4824,5204,5442,5409,5613,5606,5599,5696,5844,5805,5705,5696,5797,5600,5866,5935,5741,5986,5764,5741,5804,5820,5770,5069,5095,5600,5518,5476,5110,5067,5130,4702,5335,5402,5082,5056,5383,6848,5473,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2399,4183,3851,3413,3718,4335,3978,4347,4297,4324,4624,4318,4947,5070,5162,5017,4817,5097,5280,5458,5555,5830,5561,5418,5802,5836,5391,5422,5608,5642,5849,5766,5641,5712,5770,5728,5312,5061,5074,5322,5310,5485,5458,4980,5150,4954,5370,5106,4851,5036,4602,5307,6318,6764,2704,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,3781,3891,3766,3905,3594,3680,4197,4229,4560,4428,4707,4726,4405,4828,5144,5067,5129,4994,4942,5361,5443,5361,5589,5755,5431,5425,5850,5676,5667,5569,5604,5620,5719,5735,5530,5358,4990,5269,5469,5401,5339,5093,5032,5166,5055,4979,5354,4987,5117,4452,4698,5276,5699,7312,4775,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
