"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
"1",0.213580698827145,0.213508961136808,0.213335813203508,0.21321260734243,0.214929373515303,0.215186192681729,0.2144656896443,0.215091354124351,0.21454933747091,0.214405014150056,0.215991053810985,0.216114540965447,0.217594362219247,0.224926967269095,0.23957783989423,0.242724785726393,0.243482222902722,0.243305439181455,0.245855692983159,0.242592777641652,0.237052128282584,0.236549875108255,0.241117778456332,0.243702215051739,0.240617619212658,0.244407585528911,0.242688068975904,0.239515260999417,0.240046460510492,0.238919623589267,0.240190582300731,0.237464715246687,0.240338491160982,0.237975423077636,0.236155378442388,0.236908460421452,0.237259173670669,0.23622908918653,0.238466044691228,0.237716508348702,0.241835626574002,0.243592456260044,0.244348929574373,0.244594032692838,0.247050688503187,0.246715612042556,0.242048765693856,0.238476196173757,0.240533691416809,0.241258653901801,0.239721507372069,0.226271746032123,0.217550853978929,0.217255137197782,0.216357149710972,0.216764739357887,0.21494027209825,0.214748181789055,0.215409019793142,0.213551542408206,0.213004004879973,0.213237808842494,0.21305932141505,0.213089641224629
"2",0.212330068086053,0.212838741482598,0.21389016478441,0.214042494797348,0.214514917430928,0.21403015518604,0.214752404964172,0.215194985938893,0.214766355947087,0.216509409501211,0.214365761514962,0.220890671123434,0.233567888562924,0.242050186274351,0.240345655740511,0.239570566979777,0.241538681815235,0.241569100792396,0.236518155128907,0.23708440879502,0.240002010110026,0.243810899540617,0.243414494193116,0.242636431454289,0.244488657920446,0.238891957365935,0.238660084099614,0.238091483813281,0.236871190663133,0.23842691683676,0.238931586693815,0.240787730376445,0.239482284286885,0.24061612933402,0.242153412869023,0.242175274287422,0.240754489908426,0.239928658285342,0.237344053386852,0.23816465985515,0.236726360684243,0.240124522846662,0.240629600368027,0.242369271211135,0.243345155918968,0.241890612673327,0.246427941026019,0.242893016247509,0.23841213060679,0.236665409910857,0.238628723949341,0.243059810624088,0.233921134854275,0.218083442262356,0.215136754299943,0.215715289287978,0.214724944191171,0.214293347600958,0.213955906947477,0.214405490894194,0.214417914087852,0.214781142328435,0.213975463978612,0.213844938473151
"3",0.213227437186229,0.213356675951375,0.214119962573889,0.21401480082235,0.215776037856529,0.214769050840798,0.215229857710898,0.2146043904202,0.215435600539699,0.215225307745375,0.22669371111974,0.236575790942321,0.238691464295656,0.235402152780033,0.242587894855542,0.242474276764506,0.241380575387612,0.240609584970821,0.242131743805731,0.242233315195028,0.244966508126679,0.244692070823321,0.245573199537477,0.243191012601551,0.238488522853973,0.23600077463557,0.235908265234121,0.23550558773067,0.236806717827355,0.236447855870317,0.238604332578551,0.238732492217789,0.241418864940169,0.241789186424046,0.239100969647728,0.239249772330399,0.239123209849659,0.236842735597845,0.235888796053141,0.235013256014653,0.237493568555144,0.237772958225834,0.237142398176402,0.240023160079829,0.242136317442681,0.243260482046341,0.241189028526707,0.24402756140596,0.245543137808436,0.241274090708631,0.236729259799312,0.233253174501608,0.242140546501873,0.237903275215803,0.221022011680567,0.215223520719476,0.214961824955941,0.213767122583522,0.213899922667668,0.214009459759619,0.212576608635905,0.212797264452482,0.211960358643046,0.212559830091592
"4",0.213564407958224,0.21409747448964,0.214598073994311,0.214467697292429,0.215449555631529,0.21556567884226,0.2166979678473,0.216303369900822,0.216391703649033,0.230225874533337,0.235835777141766,0.237759258377923,0.238813649787853,0.245235473820423,0.24480001951202,0.24284913109683,0.24218807324202,0.242483285434711,0.242362960992873,0.245108428155727,0.245000687372677,0.244709168012758,0.245906046446881,0.243162588750648,0.240419258895225,0.242308353033981,0.240016551058851,0.240959491738393,0.239589560710993,0.238072238173574,0.240365970104263,0.238032251381906,0.237055154611278,0.236209467794293,0.236042490081545,0.235822339639817,0.237595739750558,0.238651405742625,0.240807493607122,0.234807450025426,0.235983221816712,0.237852359809766,0.233765282861634,0.234020086793157,0.23659195739695,0.237455817037187,0.239874888997579,0.238485484730655,0.240694431898064,0.240412170026243,0.241070632458302,0.238669603460614,0.235070109844827,0.236162607008546,0.24045627726617,0.223888196388432,0.214650074827883,0.213917062064798,0.213011144963984,0.214040938970764,0.212885676679829,0.212416717328897,0.212973547135423,0.212963217525824
"5",0.213388617332239,0.213423358146598,0.21358368175325,0.214508245484104,0.215404653252504,0.215298797909963,0.21458743034256,0.21786174855243,0.233818420964158,0.23438776919119,0.236327636090504,0.238911607010343,0.245359110899379,0.242064222357805,0.238684236242281,0.240146229690802,0.243538419054964,0.240032008048273,0.242899329411281,0.24275518840537,0.243777150968555,0.239395032787611,0.237100363930983,0.238854635989685,0.238536313781371,0.239503591925542,0.240797661295354,0.242917543038388,0.242017111228942,0.242506175312285,0.241511653581558,0.238285479074361,0.240318854229716,0.23920322373015,0.239056579691785,0.236606416895746,0.234460393014667,0.23138664227713,0.233487465197099,0.23826359220339,0.233522921233993,0.236877616260306,0.236955799502188,0.234277609261301,0.232803320526826,0.234753808983308,0.236394244806132,0.2383926779625,0.238223922574506,0.238777632281959,0.238600146421448,0.238718362688027,0.236917381496323,0.233822702094573,0.234240306184292,0.237211224573682,0.226128578749595,0.213328039415603,0.2130107817796,0.212283810237726,0.212548217327527,0.212587180523781,0.212462553459416,0.21239493008051
"6",0.213111912548863,0.21386187752794,0.214323084013248,0.21469943216552,0.215328505403527,0.215033844979002,0.2192290269331,0.230983607518,0.234037332095639,0.237602970652169,0.238428657620688,0.241611329983923,0.240362152529984,0.237180973550846,0.238816720549357,0.23743166454239,0.234516086880784,0.239388354490468,0.238105151586066,0.238008135568693,0.238270469598954,0.236114892761766,0.242702830506167,0.240974006730912,0.241300517235127,0.239873548028927,0.236003721211905,0.237555657288618,0.234509005996438,0.23744449170528,0.23653952896277,0.237535986841546,0.236572365738762,0.235208626885692,0.238590216406957,0.236109559346137,0.241075665938519,0.238199634832697,0.236136259995369,0.235048313120184,0.238482559177799,0.23817603928459,0.237187850335413,0.236590229487585,0.2322213333172,0.231578034454227,0.23437874510194,0.234309267848484,0.236819544398416,0.238041789151479,0.238998966359108,0.238526594828135,0.238917352345447,0.236906043222832,0.234268116169061,0.233720835261854,0.237630151519092,0.226273364153285,0.21456948285365,0.213371931370553,0.213629146085853,0.212324772700398,0.213041557196161,0.213040513137695
"7",0.212647198461042,0.213291851940844,0.213881766458873,0.213658298890885,0.215193382714074,0.218147440683431,0.233051323658469,0.236989317501849,0.236310496199106,0.239137683121379,0.238627081452814,0.237875976122264,0.234028308591938,0.234470939013565,0.235986422908674,0.234241721573383,0.239395995748318,0.23868563603487,0.2385271350082,0.240612481426579,0.237470301936097,0.240665395902963,0.240118668086285,0.240564164355561,0.237322196716775,0.23683236490033,0.236601531766799,0.236065680607939,0.237806388711123,0.237619949592419,0.240088091834944,0.241520626436411,0.242762035443843,0.243428515823501,0.240625266275336,0.239734559490226,0.237349830745232,0.23973680518188,0.238440819240002,0.235186084405906,0.235714723877291,0.23839512326524,0.234037104400539,0.234060509622311,0.234368190167485,0.230803970155045,0.229275455701083,0.231391543664207,0.233746884819562,0.233633170032136,0.234552629378669,0.233414003372342,0.236781790994089,0.235896716315265,0.232875947748596,0.232437091668694,0.233440277874679,0.236823987757043,0.225442167481357,0.212284441358187,0.212414921288832,0.211856979591011,0.212089403721445,0.211465326195976
"8",0.212472441508984,0.212334816796541,0.213161665962887,0.213861357643868,0.216716774114969,0.232675367043879,0.23682446047453,0.234875734073262,0.23846039676139,0.233385678895686,0.232928320057998,0.22826687000406,0.232547996699806,0.236621755950104,0.235368668748549,0.23540214358127,0.238387133521236,0.23710872881186,0.238732838724039,0.238000313289708,0.239495845343708,0.238308518246183,0.238562463964045,0.240427934007214,0.241635539244904,0.242067727727958,0.243257174369406,0.243042798406193,0.245300391865971,0.246116967260505,0.243835329641428,0.239359603929878,0.239436612296904,0.238440337855555,0.239427004732593,0.238911676663401,0.241393522366984,0.242228819847334,0.245922539973036,0.246389169970378,0.243758349563398,0.24337806947376,0.239778320461466,0.238011032510072,0.235786602516776,0.234888885286987,0.232500077342358,0.233712903234634,0.233107142533022,0.235442407023561,0.235713717267814,0.233904361494175,0.232706578780642,0.234360293700746,0.236173445252984,0.232865526928388,0.232945645228596,0.233922196758881,0.234833541237573,0.225309117700698,0.213236688253318,0.211686903352454,0.212040667870162,0.212394550741948
"9",0.211602918239458,0.212290399440269,0.212839498950442,0.212705527005811,0.230445394677353,0.234382415283862,0.235089414266763,0.236424206823775,0.231130591745354,0.228919001415347,0.2291047914292,0.229106585475871,0.232135071715237,0.234709925461339,0.233052138371434,0.23783802426227,0.236770431127913,0.238018301688737,0.237282987108907,0.234234098948787,0.236114761316634,0.237611656082344,0.240585711007533,0.244291781999932,0.243665220904232,0.243787386766395,0.24652038947209,0.247144095094864,0.245492499383284,0.241371417017739,0.242289597781523,0.241402623971949,0.237429918395982,0.236784727186259,0.237532156574653,0.239503546811979,0.23725561082596,0.240602188538757,0.240932523220428,0.248286479504603,0.251712952822751,0.25288067898102,0.252083720763325,0.243706278302235,0.238941916526356,0.237600728403313,0.234307024327361,0.232632141632587,0.234736634208934,0.233429724646777,0.237109699757939,0.239281090065264,0.235344394625911,0.233377908189053,0.230748191876951,0.232262557360148,0.229572403046873,0.233824694183449,0.237027249252055,0.231358043459119,0.222110014759443,0.213545422950897,0.212128523611128,0.212113554074881
"10",0.211818822509694,0.211669101427698,0.211242080708157,0.227044647708994,0.234066754277861,0.237071752624703,0.234443907586437,0.230514537127799,0.226938040260178,0.228714369639943,0.225760180271882,0.231140991591889,0.23448327689649,0.232829603889851,0.234834299513447,0.236689033857271,0.238964077751183,0.23654108373262,0.234654795221749,0.239369826449835,0.24348474524015,0.247136095918033,0.248999444007915,0.24912659541483,0.246045785355317,0.246205527261336,0.241238525395529,0.238562036333061,0.237709887291868,0.237649562290171,0.23569735096212,0.236978326947977,0.237768378262354,0.237322320159097,0.236056261281757,0.240932407654079,0.241532168948067,0.242626811131022,0.244804298490975,0.245602167040608,0.249489642431665,0.253741309472428,0.255186292219188,0.254483705973161,0.248854105274708,0.24334387159006,0.238990114622838,0.236324543206052,0.234550820526302,0.238642104010074,0.235967268451931,0.238698505487079,0.236765047449743,0.235018345346669,0.233603842964255,0.232961025600025,0.229631121362212,0.229105259862079,0.235285570441362,0.236855430472734,0.231738645622093,0.219161421779293,0.212043199845342,0.212582238254054
